Seconds,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas
436.1088,12.94609,23.41673,17.06336,9.466192,18.85933,21.60604,31.13303,27.87832,22.87009,12.60755,20.12714,26.28095,17.39401,27.26324,12.51247,12.51247,10.10205,12.87606,22.90043,9.320313,18.25581,18.90338,21.20595,12.69299,23.5911,16.76674,9.911207,19.17502,22.68035,31.45485,28.85807,24.49691,14.68872,20.49814,29.07705,18.63384,27.95088,12.54168,12.54168,10.95041,14.68878,22.28047,9.385574,21.62294,19.64902,22.03737,9.779253,17.95992,33.55342,8.866231,32.87832,22.33203,52.46699,57.54133,26.9412,23.13423,43.8361,22.90867,33.99922,29.41034,23.34548,23.34548,20.35774,26.89348,24.10166,10.70676,49.53165,34.75114,37.75773,14.10322,24.05734,14.94909,9.571188,19.16526,27.3747,42.09537,24.26381,34.39676,13.21468,26.00993,26.11301,20.8405,36.08096,14.89827,14.89827,10.3604,18.15134,34.56689,16.42793,25.06544,17.49659,22.9566,7.081152,18.1576,12.2057,6.07842,9.930094,15.85084,30.57674,10.37263,16.77921,5.450727,11.93957,9.763817,7.956897,15.958,6.968972,6.968972,5.436271,9.116752,9.229248,10.90407,8.960246,7.400704,9.21505,14.70727,26.6089,15.3483,10.63645,19.11906,27.16014,43.0963,28.88758,32.35316,15.24902,21.66694,26.65583,21.79734,39.63452,15.80984,15.80984,10.00365,15.26921,35.92588,12.73402,24.17358,20.03613,21.87141,6.769615,12.44041,5.288728,4.813718,7.526459,12.92866,16.60107,14.78824,16.2091,7.061192,11.52052,13.6481,9.236584,16.20539,6.05361,6.05361,4.693073,5.486076,12.28594,7.178702,13.85689,11.15578,14.12091,5.610819,4.970232,10.34537,3.269284,11.87409,6.044492,7.357755,12.90649,18.76601,22.34128,12.70539,19.18641,14.60866,9.405036,14.13226,14.13226,14.01598,7.003288,10.69834,4.387921,32.65759,13.91313,16.7077,10.23392,14.64843,10.63384,7.277265,13.55922,15.05123,24.03094,13.35172,18.38354,11.79242,22.22629,18.02415,16.02495,15.08647,10.08646,10.08646,4.866129,10.10605,18.91523,7.949023,18.56292,8.242272,14.86504
446.159,13.01743,23.40694,17.15003,9.498637,18.81496,21.56347,31.16983,27.90376,23.008,12.6291,20.1773,26.28384,17.42876,27.3593,12.57082,12.57082,10.14825,12.86814,22.99184,9.364415,18.26121,18.89995,21.20956,12.77565,23.56647,16.78307,9.929743,19.20597,22.6581,31.55791,28.81583,24.71633,14.68932,20.56122,29.06779,18.69761,27.93078,12.59063,12.59063,10.97911,14.65925,22.38776,9.432836,21.69376,19.69258,22.09126,9.792561,17.98773,33.88183,8.90876,33.05172,22.37063,52.82858,58.05523,27.10719,23.31501,44.16501,22.97897,34.23397,29.50464,23.57183,23.57183,20.53245,27.06982,24.19481,10.72379,49.9367,34.96916,37.94284,14.08394,24.11291,14.77928,9.533292,18.98494,27.26003,41.88242,24.03306,34.49466,13.16369,25.73639,25.98242,20.5616,35.90857,14.83468,14.83468,10.25812,18.09571,34.41105,16.32149,24.88349,17.35093,22.80969,7.121673,18.15775,12.2481,6.080349,9.860442,15.8245,30.57042,10.32551,16.63231,5.432491,11.89645,9.795012,7.862365,15.93776,6.986543,6.986543,5.447644,9.039115,9.24887,10.88886,8.922538,7.320168,9.181135,14.59038,26.51919,15.23223,10.60555,19.03085,27.04212,42.862,28.66842,32.06205,15.18008,21.62337,26.52766,21.60498,39.50462,15.72646,15.72646,9.921528,15.13149,35.76576,12.79636,24.14174,19.76929,21.92096,6.763417,12.41388,5.25084,4.813133,7.533178,12.86569,16.54488,14.75171,16.1365,7.032031,11.56037,13.52786,9.207982,16.13681,6.016226,6.016226,4.646395,5.477505,12.19137,7.13558,13.77278,11.09632,14.08387,5.606287,5.010786,10.35338,3.297826,11.86769,6.030244,7.497039,12.85548,18.21389,21.85383,12.97473,19.0916,14.52793,9.02744,14.11631,14.11631,14.12305,7.349882,10.72939,4.450354,32.80613,13.84424,16.6563,10.06435,14.64238,10.48167,7.260038,13.62449,15.02067,24.1022,13.41724,18.71386,11.80725,21.90853,18.02168,15.84846,15.04167,10.06687,10.06687,4.878791,9.964156,18.88492,7.925343,18.30956,8.223449,15.14666
456.2092,13.08877,23.39714,17.23669,9.531081,18.77059,21.5209,31.20663,27.9292,23.14591,12.65066,20.22747,26.28674,17.46352,27.45537,12.62917,12.62917,10.19445,12.86022,23.08324,9.408517,18.26662,18.89653,21.21317,12.85831,23.54184,16.79939,9.948279,19.23692,22.63586,31.66098,28.77359,24.93575,14.68993,20.6243,29.05854,18.76138,27.91067,12.63958,12.63958,11.00781,14.62973,22.49505,9.480099,21.76457,19.73615,22.14516,9.805869,18.01555,34.21025,8.951289,33.22512,22.40923,53.19016,58.56912,27.27318,23.49579,44.49392,23.04928,34.46873,29.59894,23.79818,23.79818,20.70715,27.24616,24.28795,10.74082,50.34174,35.18719,38.12795,14.06467,24.16847,14.60948,9.495395,18.80461,27.14536,41.66948,23.8023,34.59257,13.11271,25.46284,25.85183,20.2827,35.73618,14.77109,14.77109,10.15583,18.04008,34.2552,16.21504,24.70153,17.20526,22.66278,7.162194,18.15789,12.2905,6.082279,9.79079,15.79816,30.5641,10.27839,16.4854,5.414256,11.85332,9.826207,7.767833,15.91752,7.004115,7.004115,5.459016,8.961478,9.268493,10.87365,8.88483,7.239631,9.147221,14.47349,26.42948,15.11615,10.57464,18.94265,26.92409,42.6277,28.44925,31.77093,15.11114,21.5798,26.39949,21.41263,39.37472,15.64307,15.64307,9.839404,14.99377,35.60563,12.85869,24.1099,19.50245,21.97051,6.757218,12.38736,5.212952,4.812548,7.539896,12.80271,16.48869,14.71519,16.06391,7.002871,11.60023,13.40761,9.179379,16.06823,5.978843,5.978843,4.599716,5.468934,12.0968,7.092458,13.68866,11.03687,14.04683,5.601755,5.05134,10.36139,3.326367,11.86129,6.015997,7.636324,12.80447,17.66178,21.36637,13.24407,18.99679,14.4472,8.649843,14.10036,14.10036,14.23011,7.696475,10.76044,4.512787,32.95466,13.77536,16.60491,9.894775,14.63633,10.32949,7.242811,13.68976,14.99011,24.17345,13.48276,19.04418,11.82209,21.59077,18.01922,15.67198,14.99686,10.04728,10.04728,4.891453,9.822258,18.85462,7.901662,18.05621,8.204625,15.42828
466.2594,13.16011,23.38734,17.29582,9.563525,18.72622,21.47833,31.24342,27.95464,23.28382,12.67222,20.27763,26.28963,17.49827,27.55144,12.68752,12.68752,10.24065,12.85231,23.17465,9.452619,18.27203,18.8931,21.21678,12.94098,23.51721,16.81912,9.966815,19.26787,22.61361,31.76405,28.73135,25.15516,14.69054,20.68738,29.04928,18.82514,27.89056,12.68853,12.68853,11.0365,14.60021,22.60233,9.527361,21.83538,19.77972,22.19905,9.819178,18.04336,34.49309,8.993818,33.39851,22.44784,53.55175,59.08302,27.43917,23.67658,44.82283,23.11959,34.70348,29.69323,24.02453,24.02453,20.88186,27.4225,24.3811,10.75785,50.74679,35.40521,38.31306,14.0454,24.22404,14.47034,9.457498,18.62428,27.03069,41.45654,23.57154,34.69048,13.06172,25.1893,25.72124,20.0038,35.56379,14.70751,14.70751,10.05355,17.98445,34.09936,16.1086,24.51958,17.0596,22.51586,7.202715,18.15803,12.23399,6.084208,9.721138,15.77183,30.55778,10.23127,16.3385,5.39602,11.8102,9.857402,7.6733,15.89729,7.021686,7.021686,5.470388,8.88384,9.288116,10.85844,8.847122,7.159094,9.113307,14.35659,26.33977,15.03093,10.54373,18.85445,26.80607,42.3934,28.23008,31.47981,15.04221,21.53623,26.27132,21.22027,39.24483,15.55969,15.55969,9.75728,14.85605,35.44551,12.92103,24.07805,19.23561,22.02005,6.75102,12.36083,5.191703,4.811963,7.546614,12.73974,16.43251,14.67866,15.99132,6.973711,11.64009,13.28737,9.150777,15.99965,5.94146,5.94146,4.553038,5.460363,12.00223,7.049336,13.60455,10.97742,14.00979,5.597223,5.091895,10.45855,3.354909,11.85489,6.00175,7.775609,12.75346,17.10967,20.87892,13.51342,18.90197,14.36647,8.272247,14.08441,14.08441,14.33717,8.043068,10.79148,4.575219,33.10319,13.70648,16.55351,9.725203,14.63028,10.25531,7.225584,13.75502,14.95955,24.24471,13.54828,19.3745,11.83692,21.27302,18.01675,15.4955,14.95206,10.0277,10.0277,4.904115,9.68036,18.82432,7.877982,17.80285,8.185802,15.70991
476.3096,13.23145,23.37754,17.31751,9.59597,18.68185,21.43576,31.28022,27.98008,23.42173,12.69377,20.3278,26.29252,17.53302,27.64751,12.74588,12.74588,10.28684,12.84439,23.26606,9.496721,18.27744,18.88967,21.22039,13.02364,23.49258,16.84348,9.985351,19.29882,22.59136,31.86712,28.68911,25.37458,14.69114,20.75045,29.04002,18.88891,27.87046,12.73748,12.73748,11.0652,14.57069,22.70962,9.574623,21.90619,19.82329,22.25294,9.832486,18.07118,34.71399,9.036347,33.57191,22.48644,53.91333,59.59691,27.60516,23.85736,45.15173,23.1899,34.93823,29.78753,24.25088,24.25088,21.05657,27.59885,24.47424,10.77488,51.15184,35.62324,38.49817,14.02613,24.2796,14.37288,9.419601,18.44396,26.91603,41.2436,23.34078,34.78839,13.01074,24.91575,25.59065,19.7249,35.3914,14.64392,14.64392,9.951266,17.92882,33.94351,16.00216,24.33762,16.91393,22.36895,7.243237,18.15817,12.04303,6.086138,9.651486,15.74549,30.55145,10.18414,16.19159,5.377784,11.76708,9.888598,7.578768,15.87705,7.039257,7.039257,5.481761,8.806203,9.307738,10.84323,8.809414,7.078558,9.079392,14.2397,26.25007,14.98768,10.51282,18.76625,26.68804,42.1591,28.01091,31.1887,14.97327,21.49266,26.14315,21.02792,39.11493,15.47631,15.47631,9.675157,14.71833,35.28538,12.98336,24.04621,18.96877,22.0696,6.744822,12.33431,5.193077,4.811378,7.553332,12.67676,16.37632,14.64213,15.91873,6.944551,11.67995,13.16712,9.122175,15.93107,5.904076,5.904076,4.506359,5.451792,11.90766,7.006215,13.52043,10.91796,13.97274,5.592691,5.132449,10.67694,3.38345,11.84849,5.987502,7.914894,12.70245,16.55755,20.39147,13.78276,18.80716,14.28573,7.894651,14.06846,14.06846,14.44423,8.389661,10.82253,4.637652,33.25173,13.6376,16.50212,9.555631,14.62422,10.28717,7.208357,13.82029,14.92899,24.31597,13.6138,19.70482,11.85176,20.95526,18.01428,15.31902,14.90725,10.00811,10.00811,4.916778,9.538463,18.79401,7.854301,17.5495,8.166978,15.99153
486.3598,13.3028,23.36774,17.33921,9.628414,18.63748,21.39319,31.31702,28.00552,23.55964,12.71533,20.37796,26.29541,17.56778,27.74357,12.80423,12.80423,10.33304,12.83647,23.35747,9.540823,18.28284,18.88625,21.224,13.1063,23.46795,16.86784,10.00389,19.32977,22.56912,31.97019,28.64686,25.594,14.69175,20.81353,29.03076,18.95268,27.85035,12.78643,12.78643,11.0939,14.54116,22.81691,9.621885,21.977,19.86685,22.30684,9.845795,18.09899,34.93488,9.078875,33.74531,22.52504,54.27492,60.1108,27.77115,24.03814,45.48064,23.26021,35.17298,29.88183,24.47723,24.47723,21.23128,27.77519,24.56738,10.7919,51.55688,35.84126,38.68328,14.00686,24.33516,14.27543,9.381705,18.26363,26.80136,41.03065,23.11003,34.88629,12.95976,24.64221,25.46006,19.446,35.21901,14.58034,14.58034,9.848983,17.8732,33.78767,15.89572,24.15566,16.76827,22.22203,7.283758,18.15832,11.85207,6.088067,9.581834,15.71915,30.54513,10.13702,16.04468,5.359549,11.72396,9.919793,7.484236,15.85681,7.056829,7.056829,5.493133,8.728566,9.327361,10.82802,8.771706,6.998021,9.045478,14.1228,26.16036,14.94443,10.48191,18.67805,26.57002,41.92481,27.79175,30.89758,14.90433,21.44909,26.01498,20.83556,38.98504,15.39292,15.39292,9.593033,14.58061,35.12526,13.04569,24.01437,18.70193,22.11914,6.738623,12.30779,5.194452,4.810793,7.56005,12.61379,16.32013,14.6056,15.84614,6.915391,11.71981,13.04688,9.093573,15.86249,5.866693,5.866693,4.459681,5.443221,11.81309,6.963093,13.43631,10.85851,13.9357,5.588159,5.173003,10.89532,3.411992,11.84208,5.973255,8.054179,12.65144,16.00544,19.90402,14.05211,18.71235,14.205,7.517054,14.05252,14.05252,14.55129,8.736254,10.85358,4.700085,33.40026,13.56872,16.45072,9.386059,14.61817,10.31902,7.19113,13.88556,14.89843,24.38722,13.67932,20.03513,11.86659,20.6375,18.01182,15.14253,14.86245,9.988518,9.988518,4.92944,9.396565,18.76371,7.830621,17.29614,8.148155,16.27315
496.41,13.37414,23.35794,17.3609,9.660859,18.59311,21.35062,31.35381,28.03096,23.69755,12.73689,20.42813,26.29831,17.60253,27.83964,12.86258,12.86258,10.37924,12.82855,23.44887,9.584925,18.28825,18.88282,21.22761,13.18897,23.44332,16.8922,10.02242,19.36072,22.54687,32.07326,28.60462,25.81342,14.69236,20.87661,29.0215,19.01644,27.83024,12.83538,12.83538,11.1226,14.51164,22.9242,9.669147,22.04781,19.91042,22.36073,9.859103,18.12681,35.15578,9.121404,33.91871,22.56365,54.6365,60.6247,27.93714,24.21892,45.80955,23.33052,35.40773,29.97613,24.70358,24.70358,21.40598,27.95153,24.66053,10.80893,51.96193,36.05929,38.86839,13.98759,24.39073,14.17797,9.343808,18.0833,26.68669,40.81771,22.87927,34.9842,12.90877,24.36866,25.32947,19.1671,35.04662,14.51675,14.51675,9.7467,17.81757,33.63182,15.78927,23.97371,16.6226,22.07512,7.324279,18.15846,11.66111,6.089997,9.512182,15.69282,30.53881,10.0899,15.89778,5.341313,11.68083,9.950988,7.389704,15.83657,7.0744,7.0744,5.504506,8.650929,9.346984,10.8128,8.733998,6.917484,9.011564,14.00591,26.07065,14.90118,10.451,18.58985,26.45199,41.69051,27.57258,30.60646,14.83539,21.40552,25.88681,20.6432,38.85514,15.30954,15.30954,9.510909,14.44289,34.96513,13.10803,23.98252,18.43509,22.16869,6.732425,12.28126,5.195826,4.810208,7.566768,12.55081,16.26394,14.56907,15.77355,6.886231,11.75967,12.92663,9.064971,15.79391,5.82931,5.82931,4.413003,5.43465,11.71852,6.919971,13.3522,10.79905,13.89866,5.583627,5.213558,11.1137,3.440533,11.83568,5.959008,8.193463,12.60043,15.45332,19.41657,14.32145,18.61753,14.12427,7.139458,14.03657,14.03657,14.65836,9.082847,10.88463,4.762518,33.54879,13.49984,16.39932,9.216487,14.61212,10.35088,7.173903,13.95082,14.86787,24.45848,13.74484,20.36545,11.88143,20.31975,18.00935,14.96605,14.81765,9.968929,9.968929,4.942102,9.254667,18.73341,7.806941,17.04279,8.129331,16.55477
506.4603,13.44548,23.34814,17.38259,9.693303,18.54875,21.30806,31.39061,28.05641,23.83546,12.75844,20.4783,26.3012,17.63728,27.93571,12.92093,12.92093,10.42544,12.82064,23.54028,9.629027,18.29366,18.87939,21.23123,13.27163,23.41869,16.91656,10.04096,19.39167,22.52463,32.17633,28.56238,26.03283,14.69296,20.93969,29.01225,19.08021,27.81014,12.88432,12.88432,11.1513,14.48212,23.03148,9.71641,22.11862,19.95399,22.41462,9.872411,18.15462,35.37667,9.163933,34.09211,22.60225,54.99808,61.13859,28.10313,24.39971,46.13846,23.40082,35.64249,30.07043,24.92992,24.92992,21.58069,28.12788,24.75367,10.82596,52.36698,36.27731,39.0535,13.96831,24.44629,14.08052,9.305911,17.90298,26.57202,40.60477,22.64851,35.08211,12.85779,24.09512,25.19888,18.8882,34.87424,14.45317,14.45317,9.644417,17.76194,33.47598,15.68283,23.79175,16.47694,21.92821,7.3648,18.1586,11.47015,6.091926,9.44253,15.66648,30.53249,10.04278,15.75087,5.323077,11.63771,9.982183,7.295172,15.81634,7.091971,7.091971,5.515878,8.573291,9.366606,10.79759,8.69629,6.836948,8.977649,13.88901,25.98095,14.85792,10.4201,18.50165,26.33397,41.45621,27.35341,30.31535,14.76645,21.36195,25.75864,20.45085,38.72524,15.22615,15.22615,9.428785,14.30517,34.80501,13.17036,23.95068,18.16825,22.21824,6.726227,12.25474,5.1972,4.809624,7.573486,12.48783,16.20776,14.53255,15.70096,6.857071,11.79953,12.80639,9.036369,15.72533,5.791926,5.791926,4.366324,5.426079,11.62395,6.876849,13.26808,10.7396,13.86162,5.579095,5.254112,11.33208,3.469075,11.82928,5.94476,8.332748,12.54943,14.90121,18.92911,14.5908,18.52272,14.04353,6.761861,14.02062,14.02062,14.76542,9.42944,10.91567,4.824951,33.69733,13.43096,16.34793,9.046915,14.60607,10.38274,7.156676,14.01609,14.83731,24.52973,13.81036,20.69577,11.89626,20.00199,18.00688,14.78957,14.77284,9.94934,9.94934,4.954764,9.112769,18.70311,7.78326,16.78943,8.110508,16.8364
516.5105,13.51682,23.33835,17.40429,9.725747,18.50438,21.26549,31.42741,28.08185,23.97338,12.78,20.52846,26.30409,17.67203,28.03177,12.97929,12.97929,10.47164,12.81272,23.63169,9.673129,18.29907,18.87597,21.23484,13.35429,23.39406,16.94092,10.05949,19.42262,22.50238,32.2794,28.52014,26.25225,14.69357,21.00277,29.00299,19.14398,27.79003,12.93327,12.93327,11.18,14.4526,23.13877,9.763672,22.18943,19.99755,22.46852,9.88572,18.18244,35.59757,9.206462,34.26551,22.64085,55.35967,61.65249,28.26912,24.58049,46.46737,23.47113,35.87724,30.16473,25.15627,25.15627,21.7554,28.30422,24.84682,10.84299,52.77202,36.49534,39.23861,13.94904,24.50186,13.98306,9.268014,17.72265,26.45735,40.39183,22.41775,35.18002,12.8068,23.82158,25.06829,18.6093,34.70185,14.38958,14.38958,9.542134,17.70631,33.32013,15.57639,23.6098,16.33127,21.78129,7.405321,18.15874,11.27919,6.093856,9.372878,15.64014,30.52616,9.995652,15.60397,5.304842,11.59459,10.01338,7.20064,15.7961,7.109543,7.109543,5.527251,8.495654,9.386229,10.78238,8.658582,6.756411,8.943735,13.77212,25.89124,14.81467,10.38919,18.41345,26.21594,41.22191,27.13425,30.02423,14.69751,21.31838,25.63047,20.25849,38.59535,15.14277,15.14277,9.346661,14.16745,34.64489,13.23269,23.91884,17.90141,22.26778,6.720028,12.22822,5.198574,4.809039,7.580204,12.42486,16.15157,14.49602,15.62837,6.827911,11.83939,12.68614,9.007767,15.65675,5.754543,5.754543,4.319646,5.417508,11.52938,6.833728,13.18397,10.68015,13.82458,5.574563,5.294666,11.55046,3.497616,11.82288,5.930513,8.472033,12.49842,14.34909,18.44166,14.86014,18.42791,13.9628,6.384265,14.00467,14.00467,14.87248,9.776033,10.94672,4.887384,33.84586,13.36208,16.29653,8.877343,14.60001,10.41459,7.139448,14.08136,14.80675,24.60099,13.87587,21.02609,11.9111,19.68423,18.00442,14.61309,14.72804,9.929751,9.929751,4.967426,8.970872,18.6728,7.75958,16.53608,8.091684,17.11802
526.5607,13.58816,23.32855,17.42598,9.758192,18.46001,21.22292,31.4642,28.10729,24.04716,12.80156,20.57863,26.30698,17.70679,28.12784,13.03764,13.03764,10.51784,12.8048,23.72309,9.717231,18.30447,18.87254,21.23845,13.43696,23.36943,16.96528,10.07803,19.45357,22.48014,32.38246,28.47789,26.32862,14.69418,21.06585,28.99373,19.20774,27.76992,12.98222,12.98222,11.20869,14.42307,23.24606,9.810934,22.26024,20.04112,22.52241,9.899028,18.21025,35.81847,9.248991,34.43891,22.67946,55.72125,62.16638,28.39223,24.76127,46.79628,23.54144,36.11199,30.25903,25.38262,25.38262,21.9301,28.48056,24.93996,10.86002,53.17707,36.71336,39.42372,13.92977,24.55742,13.8856,9.230118,17.54232,26.34268,40.17889,22.187,35.11432,12.75582,23.54803,24.9377,18.3304,34.52946,14.326,14.326,9.439851,17.65068,33.16429,15.46995,23.42784,16.18561,21.63438,7.445842,18.15889,11.08823,6.095785,9.303226,15.61381,30.51984,9.94853,15.51608,5.286606,11.55147,10.04457,7.106108,15.77586,7.127114,7.127114,5.538623,8.418017,9.405852,10.76717,8.620874,6.675874,8.909821,13.65522,25.80153,14.77142,10.35828,18.32525,26.09792,40.98761,26.91508,29.80313,14.62857,21.27481,25.5023,20.06614,38.46545,15.05938,15.05938,9.264537,14.02974,34.48476,13.29503,23.88699,17.63457,22.31733,6.71383,12.20169,5.199948,4.808454,7.586922,12.36188,16.09538,14.45949,15.53621,6.798751,11.87925,12.5659,8.979165,15.58817,5.71716,5.71716,4.272967,5.408937,11.43481,6.790606,13.09985,10.62069,13.78753,5.570031,5.33522,11.76884,3.526158,11.81647,5.916265,8.611318,12.44741,14.07074,17.95421,15.12948,18.33309,13.88207,6.006669,13.98872,13.98872,14.97954,10.12263,10.97777,4.949817,33.99439,13.29319,16.24514,8.707771,14.59396,10.44645,7.122221,14.14663,14.77619,24.67224,13.94139,21.03062,11.92594,19.36647,18.00195,14.4366,14.68323,9.910162,9.910162,4.980088,8.828974,18.6425,7.735899,16.28272,8.072861,17.39964
536.6109,13.6595,23.31875,17.44767,9.790636,18.41564,21.18035,31.501,28.13273,24.08685,12.81965,20.62879,26.30987,17.74154,28.22391,13.09599,13.09599,10.56403,12.79688,23.8145,9.761333,18.30988,18.86911,21.24206,13.51962,23.3448,16.98964,10.09657,19.48452,22.45789,32.48553,28.43565,26.32891,14.69116,21.12893,28.98447,19.27151,27.74982,13.03117,13.03117,11.23739,14.39355,23.35335,9.858196,22.33105,20.08469,22.5763,9.912337,18.23807,36.03936,9.29152,34.61231,22.71806,56.08284,62.68027,28.49254,24.92913,47.12518,23.61175,36.34674,30.35332,25.60897,25.60897,22.10481,28.6569,25.03311,10.87705,53.58212,36.93139,39.60884,13.9105,24.61299,13.78815,9.192221,17.362,26.22801,39.96594,21.95624,34.9616,12.69478,23.27449,24.80711,18.05151,34.35707,14.26241,14.26241,9.337568,17.59505,33.00844,15.3635,23.24588,16.03994,21.48746,7.486364,18.15903,10.89727,6.097715,9.233574,15.58747,30.51352,9.901407,15.45958,5.269347,11.50835,10.07577,7.011576,15.75562,7.144685,7.144685,5.549995,8.34038,9.425474,10.75196,8.583166,6.595338,8.875906,13.53833,25.71182,14.72817,10.32737,18.23705,25.97989,40.75331,26.69591,29.61927,14.55898,21.23124,25.37413,19.87378,38.33555,14.976,14.976,9.182413,13.89202,34.32464,13.35736,23.85515,17.36773,22.36687,6.707632,12.17517,5.201323,4.807869,7.593641,12.29891,16.03919,14.42296,15.43365,6.770104,11.91911,12.44565,8.950563,15.51959,5.679776,5.679776,4.226289,5.400366,11.34024,6.747484,13.01574,10.56124,13.75049,5.565499,5.375775,11.98722,3.554699,11.81007,5.902018,8.750603,12.3964,13.938,17.50375,15.39883,18.23828,13.80134,5.629072,13.97278,13.97278,15.08661,10.46922,11.00882,5.01225,34.14293,13.22431,16.19374,8.538199,14.58791,10.47831,7.104994,14.21189,14.74563,24.7435,14.00691,20.86185,11.92338,19.04872,17.99949,14.26012,14.63843,9.890573,9.890573,4.99275,8.687076,18.6122,7.712219,16.02937,8.054037,17.68126
546.6611,13.73085,23.30895,17.46937,9.82308,18.37127,21.13778,31.5378,28.11981,24.12653,12.81962,20.67896,26.31277,17.77629,28.31998,13.15435,13.15435,10.60847,12.78897,23.90591,9.805435,18.31529,18.86569,21.24567,13.60228,23.32018,17.014,10.1151,19.51547,22.43565,32.5886,28.47122,26.32919,14.66915,21.19201,28.97521,19.33527,27.72971,13.08012,13.08012,11.26652,14.36403,23.46063,9.905459,22.40186,20.12826,22.6302,9.925645,18.26588,36.26026,9.334049,34.78571,22.75666,56.44442,62.99856,28.59285,25.0293,47.45409,23.68206,36.58149,30.44762,25.83532,25.83532,22.27536,28.83325,25.12625,10.89408,53.98716,37.14941,39.79395,13.89123,24.66855,13.69069,9.154324,17.18167,26.11335,39.753,21.79341,34.80888,12.58108,23.00094,24.67652,17.77261,34.18468,14.19882,14.19882,9.238742,17.53942,32.85259,15.25706,23.06393,15.89428,21.34055,7.526885,18.15917,10.70631,6.099644,9.163922,15.56113,30.5072,9.94632,15.40308,5.257205,11.46522,10.10696,6.917044,15.73539,7.162257,7.162257,5.557047,8.262742,9.445097,10.73675,8.545458,6.514801,8.841992,13.42143,25.62212,14.68491,10.29646,18.14885,25.86186,40.51901,26.41656,29.43542,14.48596,21.18767,25.24596,19.68142,38.20566,14.89261,14.89261,9.113005,13.7543,34.16451,13.4197,23.82331,17.10089,22.41642,6.701433,12.14864,5.202697,4.807284,7.600359,12.23593,15.983,14.36733,15.33108,6.744147,11.95896,12.32541,8.921961,15.45101,5.642393,5.642393,4.182825,5.391795,11.24567,6.704363,12.93162,10.50179,13.71345,5.560967,5.416329,12.2056,3.583241,11.80367,5.887771,8.889887,13.57282,13.80525,17.24706,15.66817,18.14347,13.7206,5.251476,13.95683,13.95683,15.18786,10.81581,11.03986,5.074683,34.29146,13.15543,16.14235,8.368627,14.58186,10.51017,7.087767,14.27716,14.71507,24.81476,13.93868,20.69309,11.82974,18.73096,17.99702,14.08364,14.59363,9.870984,9.870984,4.999339,8.545179,18.5819,7.688538,15.77602,8.035214,17.96289
